ASO_G0230590_05	2452	1226	256	122	0.8046899	0.94813
ASO_G0230590_02	8318	4159	922	431	0.9834559	0.97077
ASO_G0230590_06	5322	2661	582	284	0.7449861	0.99616
ASO_G0230590_AD_03	2010	1005	233	113	0.7113355	0.48261
ASO_G0230590_AD_02	6704	3352	703	333	0.9351147	0.9977
ASO_G0230630_AD_10	1206	603	716	351	0.8104165	0.9553
ASO_G0230844_AD_06	1262	631	36	21	0.1990898	0.33829
ASO_G0230630_AD_04	6940	3470	4184	2038	0.9962556	0.99999
ASO_G0230844_01	7684	3842	247	117	0.8173778	0.14182
ASO_G0231185_02	5456	2728	1060	561	0.01841405	0.00653
ASO_G0231187_07	1502	751	1335	675	0.1252247	0.03426
ASO_G0231185_03	6844	3422	1321	684	0.07942684	0.03282
ASO_G0231312_04	842	421	404	199	0.6853912	0.50588
ASO_G0231312_02	4830	2415	2497	1192	0.9994867	0.99909
ASO_G0232110_AD_02	2936	1468	178	75	0.9876625	0.55583
ASO_G0232110_AD_06	1108	554	70	30	0.9130126	0.26462
ASO_G0232725_AD_10	898	449	216	118	0.06892353	0.01969
ASO_G0232725_05	1506	753	416	196	0.9251984	0.99286
ASO_G0233117_04	3022	1511	384	184	0.8234264	0.9705
ASO_G0233137_04	1172	586	692	354	0.1864667	0.00695
ASO_G0233137_02	7226	3613	4156	2101	0.1421036	0.16959
ASO_G0233117_02	9954	4977	1296	633	0.8220763	0.87999
ASO_G0233137_05	874	437	545	276	0.3376598	0.17161
ASO_G0233461_AD_03	486	243	4	1	0.9382724	1000000000.0
ASO_G0233396_02	1124	562	286	149	0.2256501	0.15238
ASO_G0233527_03	1164	582	22	13	0.2597226	0.0749
ASO_G0233527_07	4258	2129	111	60	0.2208901	0.05043
ASO_G0233621_01	6360	3180	651	343	0.07976813	0.00073
ASO_G0233901_02	1294	647	57	27	0.7058672	0.82868
ASO_G0233621_05	5890	2945	618	322	0.1438974	0.04869
ASO_G0233901_05		
ASO_G0233901_04	2444	1222	90	35	0.9881998	0.13062
ASO_G0233937_05	1408	704	541	274	0.3711865	0.27452
ASO_G0234171_01	1596	798	939	475	0.3055141	0.7967
ASO_G0234171_03	1426	713	861	445	0.06474575	0.08346
ASO_G0234171_06	4588	2294	2809	1397	0.6860901	0.65777
ASO_G0234327_01	1128	564	90	50	0.1613496	0.17258
ASO_G0234171_09	6112	3056	3663	1844	0.2655102	0.47795
ASO_G0234171_02	10518	5259	6220	3074	0.92619	0.92691
ASO_G0234456_01	1154	577	458	223	0.782939	0.93148
ASO_G0234420_01	2810	1405	1499	697	0.9999697	0.99991
ASO_G0234327_07	3582	1791	376	212	0.005164998	0.03607
ASO_G0234546_01	1260	630	189	95	0.5	0.80925
ASO_G0234546_02	2398	1199	383	187	0.7113616	0.5771
ASO_G0234456_04	3622	1811	1120	524	0.9956686	0.98017
ASO_G0234546_07	4094	2047	815	432	0.03011869	0.09245
ASO_G0234608_AD_01	2574	1287	51	25	0.6112012	0.94002
ASO_G0236618_AD_07	1022	511	447	244	0.005809975	0.01868
ASO_G0234608_06	8092	4046	163	85	0.3175433	0.42454
ASO_G0234608_AD_04	3966	1983	91	47	0.416083	0.95265
ASO_G0236618_AD_09	3050	1525	1313	698	0.001352575	0.0021
ASO_G0236810_AD_02	1076	538	208	102	0.6502183	0.87207
ASO_G0236753_AD_01	2604	1302	153	83	0.1586651	0.63265
ASO_G0236810_AD_06	1752	876	250	107	0.9943085	0.88059
ASO_G0237187_03	1850	925	1093	554	0.2539928	0.14513
ASO_G0237187_01	4490	2245	2633	1294	0.918339	0.62513
ASO_G0237187_AD_01	1656	828	963	483	0.4603221	0.79376
ASO_G0237298_01	1054	527	222	107	0.7516779	0.98083
ASO_G0237298_09	1272	636	298	140	0.895789	0.74741
ASO_G0237489_AD_01	400	200	91	49	0.2371769	0.71729
ASO_G0237187_AD_08	5916	2958	2586	1266	0.9252936	0.88406
ASO_G0237489_09	2226	1113	474	224	0.9189477	0.80972
ASO_G0237854_05	738	369	384	208	0.01114953	0.0195
ASO_G0237854_AD_02	848	424	412	206	0.5273862	0.24369
ASO_G0237854_AD_04	408	204	206	106	0.3102932	0.54901
ASO_G0238266_03	1304	652	407	196	0.8305213	0.69984
ASO_G0240875_01	2326	1163	1004	484	0.9393074	0.83423
ASO_G0240875_02	3242	1621	1710	867	0.2092284	0.21552
ASO_G0238266_AD_06	7086	3543	2479	1195	0.9875174	0.99113
ASO_G0240875_04	1016	508	493	235	0.9340572	0.16941
ASO_G0240875_03	5372	2686	2802	1362	0.9845299	0.86356
ASO_G0240875_10	2034	1017	981	467	0.9834246	0.95164
ASO_G0241990_07	1106	553	388	194	0.5251175	0.32768
ASO_G0241990_01	3132	1566	948	487	0.1654401	0.19469
ASO_G0242147_05	1250	625	161	73	0.9117184	0.98337
ASO_G0243701_01	1190	595	331	170	0.3024044	0.08351
ASO_G0243701_AD_08	2950	1475	763	400	0.06504121	0.12984
ASO_G0243701_AD_09	3888	1944	1114	566	0.27326	0.10939
ASO_G0244625_04	1538	769	10	7	0.1710723	0.28451
ASO_G0244625_AD_08	478	239	10	6	0.3756469	0.58243
ASO_G0242147_07	10928	5464	1422	634	0.9999948	1.0
ASO_G0244625_09	2012	1006	26	14	0.422004	0.11165
ASO_G0245213_04	726	363	10	7	0.1701684	0.61916
ASO_G0245213_AD_03	904	452	14	6	0.789866	0.48755
ASO_G0244625_AD_09	3726	1863	40	22	0.3169939	0.36333
ASO_G0245213_AD_04	1032	516	11	4	0.8879727	0.95414
ASO_G0245571_06	1152	576	38	21	0.310622	0.23712
ASO_G0245849_AD_07	542	271	48	21	0.8550744	0.73891
ASO_G0245937_AD_02	1902	951	834	421	0.3731746	0.40681
ASO_G0245937_01	2272	1136	1136	591	0.02949046	0.04717
ASO_G0245937_AD_05	2100	1050	1099	565	0.09496726	0.14348
ASO_G0246067_01	722	361	177	79	0.9582942	0.9592
ASO_G0245958_AD_04	1832	916	315	184	0.000629221	0.0
ASO_G0245958_AD_07	3398	1699	455	265	9.407914e-05	0.0
ASO_G0246067_AD_04	398	199	125	69	0.09744643	0.2043
ASO_G0246067_05	3070	1535	811	398	0.743749	0.92161
ASO_G0246089_02	1942	971	530	252	0.9155148	0.99543
ASO_G0246067_AD_09	4432	2216	1746	894	0.1037595	0.12169
ASO_G0246430_AD_03	1492	746	452	212	0.9488764	0.79252
ASO_G0246273_02	6076	3038	481	212	0.9970974	0.98047
ASO_G0246430_03	7446	3723	2060	979	0.9961921	0.99411
ASO_G0246985_AD_01	2114	1057	123	55	0.9034187	0.74827
ASO_G0246985_10	4442	2221	298	163	0.05261952	0.02829
ASO_G0246985_AD_04	540	270	25	13	0.5	0.70393
ASO_G0247240_AD_05	346	173	28	15	0.4220617	0.38365
ASO_G0247240_AD_06	2008	1004	150	82	0.1348899	0.22011
ASO_G0247572_08	1816	908	239	114	0.797547	0.37754
ASO_G0247572_09	2006	1003	247	131	0.1707354	0.36808
ASO_G0248092_AD_10	1414	707	523	281	0.01813995	0.00379
ASO_G0250742_01	1232	616	714	347	0.8872561	0.30867
ASO_G0248508_04	4778	2389	802	358	0.9996245	0.99972
ASO_G0248508_10	4772	2386	818	376	0.9949816	0.94681
ASO_G0250742_AD_05	826	413	552	281	0.2530113	0.18743
ASO_G0250742_AD_04	1698	849	903	439	0.8969793	0.75108
ASO_G0250786_04	1354	677	553	262	0.9514262	0.81688
ASO_G0251580_AD_01	1322	661	87	47	0.2529551	0.12389
ASO_G0250786_AD_10	1868	934	903	473	0.02589701	0.02098
ASO_G0253352_02	1904	952	126	63	0.5367051	0.94341
ASO_G0251580_AD_05	3504	1752	213	95	0.9552402	0.93153
ASO_G0253352_01	2314	1157	171	93	0.1329384	0.12953
ASO_G0253352_06	1198	599	83	44	0.3246324	0.87294
ASO_G0253352_AD_08	2210	1105	195	91	0.853138	0.94064
ASO_G0253352_AD_07	3320	1660	286	134	0.8800751	0.93408
ASO_G0253982_AD_01	1362	681	292	155	0.1308318	0.03903
ASO_G0254682_06	2786	1393	185	108	0.01111125	0.01329
ASO_G0255121_02	2168	1084	89	49	0.1933109	0.1352
ASO_G0254682_02	5946	2973	411	221	0.06250101	0.01409
ASO_G0255121_03	2276	1138	84	52	0.01703462	0.0319
ASO_G0255121_08	2746	1373	119	59	0.5742986	0.08071
ASO_G0256268_AD_03	1908	954	71	39	0.2341314	0.0717
ASO_G0257219_09	1238	619	110	63	0.06687501	0.1571
ASO_G0256268_AD_06	4354	2177	185	82	0.950952	0.96022
ASO_G0257219_AD_10	534	267	49	16	0.996767	0.96186
ASO_G0257219_AD_05	2064	1032	219	115	0.2374251	0.25533
ASO_G0256268_AD_07	8160	4080	316	149	0.8621873	0.90348
ASO_G0257642_01	1068	534	46	26	0.2257141	0.31531
ASO_G0257815_01	2940	1470	256	128	0.5260702	0.08171
ASO_G0257815_AD_03	2202	1101	194	99	0.4108049	0.08651
ASO_G0258704_09	2522	1261	50	24	0.6656572	0.00031
ASO_G0259091_AD_04	1488	744	426	207	0.7720201	0.92659
ASO_G0258920_AD_07	4386	2193	2320	1228	2.204008e-05	0.00043
ASO_G0259520_AD_04	866	433	11	6	0.5	0.15885
ASO_G0259091_01	6218	3109	1957	945	0.9683428	0.92718
ASO_G0259091_AD_10	3322	1661	1004	498	0.6330785	0.85569
ASO_G0260032_AD_01		
ASO_G0259520_AD_08	500	250	8	5	0.3621753	0.5327
ASO_G0260565_AD_06	924	462	617	307	0.6100071	0.26122
ASO_G0260565_AD_08	1342	671	895	452	0.3215721	0.05986
ASO_G0260852_02	1818	909	459	247	0.03318023	0.09856
ASO_G0261105_AD_05	2430	1215	440	245	0.004893987	4e-05
ASO_G0261105_AD_06	514	257	106	62	0.03175617	0.12566
ASO_G0260032_AD_06	9718	4859	7477	3643	0.9999981	0.99991
ASO_G0261105_AD_10	1144	572	201	112	0.04362457	0.0023
ASO_G0261573_AD_06	576	288	118	56	0.7650065	0.62599
ASO_G0261879_AD_07	674	337	52	30	0.1561333	0.14305
ASO_G0263072_01	3822	1911	712	390	0.00267611	0.00709
ASO_G0263072_05	4772	2386	846	411	0.8283344	0.88498
ASO_G0263072_02	12168	6084	2344	1201	0.09504818	0.10339
ASO_G0261573_AD_04	18842	9421	3568	1763	0.7880116	0.80109
ASO_G0263753_AD_01	1628	814	102	60	0.04083025	0.00167
ASO_G0263753_AD_06	2712	1356	207	129	0.0001409939	0.0
ASO_G0265458_AD_03		
ASO_G0264920_AD_02	5512	2756	3362	1591	0.9999997	0.99948
ASO_G0263072_06	13718	6859	2773	1430	0.03374174	0.01257
ASO_G0267248_AD_03	4388	2194	2288	1136	0.6962811	0.91544
ASO_G0267248_AD_07	2916	1458	1324	652	0.7826207	0.75597
ASO_G0267577_03		
ASO_G0267419_AD_04	2618	1309	95	53	0.1479694	0.38487
ASO_G0267751_AD_02	1356	678	64	34	0.3505717	0.0204
ASO_G0267419_AD_06	3666	1833	119	59	0.5738836	0.95594
ASO_G0267886_03	1814	907	111	56	0.5	0.12799
ASO_G0267886_AD_02	1474	737	75	33	0.8821315	0.8363
ASO_G0267886_AD_04	1016	508	73	44	0.04419082	0.54584
ASO_G0269293_01	4590	2295	1472	701	0.9876337	0.91938
ASO_G0268895_01	8038	4019	3306	1672	0.2008222	0.27278
ASO_G0269293_AD_10	3048	1524	1162	566	0.8761825	0.83969
ASO_G0269439_09	3038	1519	562	331	1.782136e-06	0.0
ASO_G0268895_03	13138	6569	5885	2977	0.1164335	0.28129
ASO_G0269834_02	2420	1210	684	324	0.9525942	0.91879
ASO_G0269834_AD_02	2016	1008	635	310	0.7784981	0.83863
ASO_G0270069_AD_07	1110	555	958	476	0.7294003	0.88179
ASO_G0270069_05	1574	787	1163	555	0.9990384	0.96787
ASO_G0270141_AD_10	62	31	21	13	0.141535	0.14772075615964264
ASO_G0269834_AD_06	4742	2371	1229	577	0.9941196	0.99802
ASO_G0270141_05	3186	1593	955	522	0.0003312999	0.00048
ASO_G0271122_05	1100	550	281	157	0.01342077	0.02622
ASO_G0271122_06	1784	892	383	194	0.408808	0.13623
ASO_G0272269_06	804	402	445	255	2.682122e-06	0.00021
ASO_G0271270_AD_10	3120	1560	718	343	0.9197949	0.98272
ASO_G0272888_04	972	486	420	227	0.01628078	0.08151
ASO_G0271270_09	5924	2962	1474	643	1	1.0
ASO_G0273015_05	1926	963	1192	631	0.0005997246	0.00191
ASO_G0272888_AD_07	5366	2683	3014	1824	6.621165e-69	0.0
ASO_G0272888_AD_10	3504	1752	1978	1189	8.871486e-43	0.0
ASO_G0273015_AD_10	1986	993	1159	592	0.1373129	0.2951
ASO_G0273015_AD_07	2694	1347	1532	788	0.04717698	0.02228
